id	filename	md5	size	state
c7ee3fa6-4a2f-4824-a098-91ce6c1223c3	a4f3f3fa-b161-402b-bc1a-1dddd6be8097.rna_seq.augmented_star_gene_counts.tsv	a77292fecf469bc39181451fc11841d8	4243160	released
bc2a017e-5584-4afb-b57c-b47967dec351	nationwidechildrens.org_clinical.TCGA-55-8512.xml	9acb9af87130e5ec382a1786a703cba1	35055	released
f93cc1fb-b3d9-4b1e-94bf-54e40b505b34	bcb20e91-2931-4694-8268-686aee414fe7.rna_seq.augmented_star_gene_counts.tsv	6fc380e66aa8f4c63c400d4c8438214e	4233688	released
4ad4b0b7-9c93-4530-8690-0b19ff102be4	nationwidechildrens.org_clinical.TCGA-75-5125.xml	20c916c5e053c29618a9c3c12f4eac97	42995	released
d1a18468-9c02-4d61-8e3e-43a6d23d402e	9bfd464b-419a-43c0-929a-c1d219713a6f.rna_seq.augmented_star_gene_counts.tsv	7b2ce17ae141f13d17fde3d0f594cd70	4260792	released
e6e83fd4-2f80-44e1-8dce-588a37308dbb	f4a76e18-60fa-4ef2-91ef-e2d7a1d11c8d.rna_seq.augmented_star_gene_counts.tsv	879ab4cc557ac5dd3991ea3afe0a788b	4244009	released
5e4df4be-f5c1-4a4e-8d40-b3698d79cfee	nationwidechildrens.org_clinical.TCGA-38-4626.xml	b5fe757715e7fe0eea02cb7eb5f8ee7e	43015	released
53211962-c9bf-4e08-98a6-10ccb6fd36b9	nationwidechildrens.org_clinical.TCGA-44-6144.xml	26ab85e1792520830761ea990ea43470	44215	released
dc782ae2-13ec-4fcd-bae7-cafa8280d5ee	bfab8eeb-df99-4e79-a6f3-50915c18fc6c.rna_seq.augmented_star_gene_counts.tsv	b0af089b894c5cd41b08d4f7a71527e4	4226738	released
d0f3caf7-8a2f-40a9-a556-d9674b735c09	nationwidechildrens.org_clinical.TCGA-75-6212.xml	2912a550c6fc1653dce3c7c5d17abee5	61713	released
bb5264e1-0dbf-4b28-9fbe-0a8602c13369	a787801a-cb3f-4a1f-b14c-ed8f2bfd6028.rna_seq.augmented_star_gene_counts.tsv	3de80aa07bf3010339966a38a78ba426	4218481	released
71706efd-49c5-4ef9-868a-da7aa804d103	nationwidechildrens.org_clinical.TCGA-69-7764.xml	0baf5e2d915bd09bb2addb1fbbcf47ae	34873	released
09f9f414-db5b-4b54-9e8e-234bf9d7c678	81a33f6c-0195-45c5-87e7-7748838d0a4e.rna_seq.augmented_star_gene_counts.tsv	fd359929e01900197b0e1d69a3a8e4ee	4229060	released
4f262baf-0c0d-4c36-afce-065b271bd85a	nationwidechildrens.org_clinical.TCGA-L4-A4E6.xml	17166e663994ac49bc941db09790719e	35594	released
7cb19688-bac4-41bf-b69e-977ac0da0aa1	aeea81c2-afda-410d-a0bb-955e7cddda09.rna_seq.augmented_star_gene_counts.tsv	627ad43fa8fa858f2eb4cb406d19f0fe	4240623	released
634e468c-8c0e-48e9-8fcf-72ece64e4b36	nationwidechildrens.org_clinical.TCGA-44-5643.xml	61a8e8d7c0a1e90970eb186927cfa9aa	66328	released
5dd8168d-fe35-4a32-8520-1deaef953b10	53244201-6282-42ea-9da4-31524ca39bf8.rna_seq.augmented_star_gene_counts.tsv	25e705bada4449307884203cd694067f	4254633	released
667a9066-debb-4f43-94f7-3277e66d8991	9207fbc6-99eb-4535-8c02-c8bba5875c1b.rna_seq.augmented_star_gene_counts.tsv	b12e3b5d460ef96e3c17a15e9923d7ec	4226951	released
